id,reputation,CreationDate,DisplayName,Location,EmailHash,AccountID
"3524","2305","2008-08-28 23:27:02","Eric Burnett","Canada","","2528"
"3525","29411","2008-08-28 23:31:01","joel.neely","United States","","2529"
"3527","15846","2008-08-28 23:35:51","Garett","New York, NY","","2530"
"3528","1661","2008-08-28 23:36:12","Rob Howard","Sydney, Australia","","2531"
"3529","4209","2008-08-29 00:02:13","sdg","","","2532"
"3531","766","2008-08-29 01:04:52","Ken Penn","Fairfax, CA","","2533"
"3533","1138","2008-08-29 01:37:10","David","Richmond, VA","","2534"
"3534","7034","2008-08-29 01:59:08","Robert Groves","Chicago, IL","","2535"
"3535","20320","2008-08-29 02:26:17","John Meagher","San Francisco","","2536"
"3537","1149","2008-08-29 02:40:19","Steve French","Atlanta, GA","","2537"
"3539","642","2008-08-29 03:39:03","ironsam","","","2538"
"3542","46416","2008-08-29 04:24:06","Rob","United Kingdom","","2539"
"3543","3712","2008-08-29 04:25:59","TonyB","Ohio","","2540"
"3545","148","2008-08-29 04:30:26","James Curbo","Silver Spring, MD","","2541"
"3546","23124","2008-08-29 04:36:13","Jeremy McGee","Cheltenham, United Kingdom","","2542"
"3547","3112","2008-08-29 04:44:20","Jay Stramel","United States","","2543"
"3548","151","2008-08-29 04:51:29","Tynan","Stony Brook, NY","","2544"
"3551","2024","2008-08-29 04:53:01","nolandda","Washington, DC, USA","","2545"
"3552","2966","2008-08-29 04:55:26","jamesmillerio","United States","","2546"
"3553","336","2008-08-29 04:56:13","Ben","United States","","2547"
"3555","33","2008-08-29 04:57:32","Dale","Melbourne, Australia","","2548"
"3556","151","2008-08-29 04:58:15","Lee","Vancouver, Canada","","2549"
"3560","181640","2008-08-29 05:20:51","John Millikin","","","2550"
"3561","27462","2008-08-29 05:25:35","Tyler","Mountain View, CA","","2551"
"3562","557","2008-08-29 05:28:48","user3562","","","2552"
"3565","14318","2008-08-29 05:52:48","Benno Richters","Budapest, Hungary","","2553"
"3566","8839","2008-08-29 05:54:46","Lamar","Toronto, Canada","","2554"
"3568","2903","2008-08-29 06:19:36","billpg","England, United Kingdom","","2555"
"3569","4452","2008-08-29 06:21:18","moobaa","Australia","","2556"
"3570","7468","2008-08-29 06:31:14","Christoph Metzendorf","Bingen am Rhein, Germany","","2557"
"3571","88199","2008-08-29 06:31:19","codeape","Oslo, Norway","","2558"
"3572","4407","2008-08-29 06:31:41","ebryn","San Francisco, CA","","2559"
"3573","1080","2008-08-29 06:32:57","Rehan","","","2560"
"3574","659","2008-08-29 06:53:48","Karsten Silz","Milton Keynes, UK","","2561"
"3575","2266","2008-08-29 06:54:39","tsellon","Seattle, WA","","2562"
"3576","1861","2008-08-29 06:56:00","javelinBCD","San Diego, CA","","2563"
"3577","1050","2008-08-29 06:57:19","DaveP","United Kingdom","","2564"
"3578","103","2008-08-29 07:03:34","user3578","United States","","2565"
"3579","8164","2008-08-29 07:08:56","Nazgob","","","2566"
"3580","875","2008-08-29 07:10:21","Gareth D","United Kingdom","","2567"
"3582","875","2008-08-29 07:38:40","Pbearne","Toronto, ON, Canada","","2568"
"3583","5858","2008-08-29 07:41:50","Dmitry Shechtman","Israel","","2569"
"3584","26561","2008-08-29 07:43:26","Magnus Johansson","Sweden / Switzerland","","2570"
"3585","719","2008-08-29 07:43:38","Andy","United Kingdom","","2571"
"3586","1405","2008-08-29 07:51:02","Jimmy","Ireland","","2572"
"3587","22202","2008-08-29 07:51:40","Thomas Lötzer","Berlin","","2573"
"3588","1937","2008-08-29 07:59:12","tamberg","Zürich, Switzerland","","2574"
"3590","7273","2008-08-29 08:09:23","hamishmcn","New Zealand","","2575"
"3594","61863","2008-08-29 08:46:29","cdleary","California","","2576"
"3596","1710","2008-08-29 08:54:39","lucasweb","Los Angeles, CA","","2577"
"3598","1369","2008-08-29 09:16:05","Henry","London, United Kingdom","","2578"
"3599","173","2008-08-29 09:16:06","Gary Murchison","","","2579"
"3602","910","2008-08-29 09:40:56","TrolleFar","Sweden","","2580"
"3603","77897","2008-08-29 09:45:14","Richard Szalay","Sydney, Australia","","2581"
"3605","191","2008-08-29 10:00:34","Tommi L.","Finland","","2582"
"3608","5977","2008-08-29 10:43:17","Kristian","Trondheim, Norway","","2583"
"3609","12467","2008-08-29 10:47:18","Mike B","Bristol, United Kingdom","","2584"
"3610","2309","2008-08-29 11:21:05","ADB","Vancouver, Canada","","2585"
"3611","1684","2008-08-29 11:21:48","Doliveras","Girona, Spain","","2586"
"3612","224","2008-08-29 14:56:02","Matt Woodward","United States","","2587"
"3613","661","2008-08-29 14:56:32","inyourcorner","","","2588"
"3614","6885","2008-08-29 14:57:44","badbod99","United Kingdom","","2589"
"3615","10850","2008-08-29 14:57:54","JC.","","","2590"
"3616","151","2008-08-29 14:58:13","ianix","Lima, Peru","","2591"
"3617","4364","2008-08-29 15:02:13","frank hadder","Seattle, WA","","2592"
"3619","20166","2008-08-29 15:08:14","Anthony Mastrean","Pittsburgh, PA","","2593"
"3622","2237","2008-08-29 15:41:44","beaudetious","United States","","2594"
"3623","1356","2008-08-29 15:41:50","Nathan","San Mateo, CA","","2595"
"3624","5417","2008-08-29 15:49:07","quackingduck","Chicago","","2596"
"3625","1563","2008-08-29 15:49:54","Matt Kantor","Mountain View, CA, United States","","2597"
"3627","2633","2008-08-29 15:57:17","royalghost","Toronto, ON, Canada","","2598"
"3631","43477","2008-08-29 16:06:08","Rob Walker","Ottawa, Canada","","2599"
"3632","275","2008-08-29 16:06:14","Kociub","","","561855"
"3633","187","2008-08-29 16:09:12","Mike Davis","","","2600"
"3634","609","2008-08-29 16:10:49","goxe","","","2601"
"3635","5139","2008-08-29 16:13:11","rams","Atlanta, GA","","2602"
"3636","10295","2008-08-29 16:13:12","polarbear","Oakton, VA","","2603"
"3637","113","2008-08-29 16:14:15","Jim","Massachusetts","","2604"
"3641","5561","2008-08-29 16:32:49","Daniel Jennings","United States","","2605"
"3642","479","2008-08-29 16:39:54","Ben Shepheard","United Kingdom","","2606"
"3643","406","2008-08-29 16:45:58","Brian Duff","Santa Clara, California, USA","","2607"
"3645","565","2008-08-29 16:48:00","Bjørn","United States","","2608"
"3646","654","2008-08-29 16:48:03","Jason","Cardiff, CA","","2609"
"3648","33","2008-08-29 16:50:22","Chris","United States","","2610"
"3653","850","2008-08-29 17:35:20","David Hicks","Alton, United Kingdom","","2611"
"3654","2307","2008-08-29 17:52:22","different","United Kingdom","","2612"
"3655","8198","2008-08-29 17:52:25","Aardvark","United States","","2613"
"3656","6204","2008-08-29 17:53:13","Paul Mrozowski","Michigan","","2614"
"3657","2132","2008-08-29 17:57:49","Jeremy","Arvada, CO, United States","","2615"
"3658","41","2008-08-29 18:06:08","omerba","Illinois","","2616"
"3659","26679","2008-08-29 18:06:09","Cristian Sanchez","California","","2617"
"3660","99","2008-08-29 18:13:51","Steve Moon","Latham, NY","","2618"
"3661","24347","2008-08-29 18:16:14","roman m","Alaska","","2619"
"3663","369","2008-08-29 18:38:42","David Bryson","United States","","2620"
"3665","6285","2008-08-29 18:47:06","gz.","United Kingdom","","2621"
"3666","2732","2008-08-29 18:55:25","Bartosz Bierkowski","Poland","","2622"
"3673","9079","2008-08-29 19:19:30","Jérôme Radix","France","","2623"
"3674","1515","2008-08-29 19:42:08","cpm","Media, PA, United States","","2624"
"3675","133","2008-08-29 19:49:08","Compulsion","Sterling, VA","","2625"
"3676","6011","2008-08-29 20:18:40","JSchaefer","St Paul, MN","","2626"
"3677","437","2008-08-29 20:21:57","JMcCon","","","2627"
"3682","71","2008-08-29 21:19:45","Natron","Madison, WI","","2629"
"3683","12079","2008-08-29 21:24:01","Andrew Burns","United States","","2630"
"3685","1724","2008-08-29 22:02:10","Tim Ring","Dublin, Ireland","","2631"
"3686","2754","2008-08-29 22:03:28","pesche","Switzerland","","2632"
"3690","13","2008-08-29 22:25:01","mschrenk","United States","","2633"
"3691","1690","2008-08-29 22:46:31","Tom Future","","","2634"
"3692","1577","2008-08-29 23:07:07","Andrew O'Reilly","Spokane, WA","","2635"
"3694","6591","2008-08-29 23:41:36","rmmh","Seattle, WA","","2636"
"3695","9829","2008-08-30 00:14:19","Francisco Soto","Hermosillo, Sonora","","2637"
"3696","733","2008-08-30 00:29:54","Joe Z","Colorado","","2638"
"3699","366","2008-08-30 01:19:57","Alex Jordan","United States","","2639"
"3700","31","2008-08-30 01:43:09","bowmanmc","United States","","2640"
"3701","116","2008-08-30 01:51:04","patrickyoung","North Carolina","","2641"
"3702","3376","2008-08-30 02:47:50","fserb","Montreal, QC, Canada","","2642"
"3707","5249","2008-08-30 06:57:17","jackrabbit","Belgium","","2643"
"3709","1168","2008-08-30 08:02:55","Ant","Australia","","2644"
"3710","991","2008-08-30 08:16:37","David Korn","","","2645"
"3711","373","2008-08-30 08:33:38","user3711","","","2646"
"3712","39726","2008-08-30 09:04:55","Barry Kelly","United Kingdom","","2647"
"3713","111396","2008-08-30 09:06:27","Spoike","Lund, Sweden","","2648"
"3714","1974","2008-08-30 09:10:20","kaiz.net","Bremen","","2649"
"3715","35860","2008-08-30 09:17:39","Tom","Melbourne, Australia","","2650"
"3716","736","2008-08-30 09:28:12","quick_dry","Sydney, Australia","","2651"
"3717","2903","2008-08-30 09:44:24","crucible","Australia","","2652"
"3718","1734","2008-08-30 09:45:08","Silviu Postavaru","Romania","","2653"
"3719","9531","2008-08-30 09:51:01","Daemin","Australia","","2654"
"3720","2867","2008-08-30 10:00:40","Vagnerr","Maidenhead, England United Kingdom","","2655"
"3723","111","2008-08-30 10:29:44","Premkumar","Chennai, India","","2656"
"3725","157","2008-08-30 10:34:05","kjloh","Singapore, Singapore","","2657"
"3730","3941","2008-08-30 11:22:42","Juanma","Madrid, Spain","","2659"
"3732","73","2008-08-30 11:57:41","jeff w","Australia","","2660"
"3734","4105","2008-08-30 12:43:11","jamz","Maryland, USA","","2661"
"3736","7524","2008-08-30 12:49:28","Jason Weathered","Brisbane, Australia","","2662"
"3737","53613","2008-08-30 13:22:25","Jesse Rusak","Boston, MA","","2663"
"3738","5031","2008-08-30 13:31:42","wesc","New York, NY","","2664"
"3740","24633","2008-08-30 13:51:36","lajos","United States","","2665"
"3741","423","2008-08-30 14:00:21","Nathan Peretic","","","2666"
"3742","45439","2008-08-30 14:08:11","NakedBrunch","Toronto, ON, Canada","","2667"
"3743","10391","2008-08-30 14:08:44","Kevin Fairchild","Land O Lakes, FL","","2668"
"3744","463","2008-08-30 14:10:45","Ced-le-pingouin","Belgium","","2669"
"3745","304","2008-08-30 14:30:24","codefin","Salt Lake City, UT","","2670"
"3746","2015","2008-08-30 14:31:15","thatisvaliant","United States","","2671"
"3747","33478","2008-08-30 14:33:59","Brian Boatright","Lake City, FL","","2672"
"3748","2169","2008-08-30 14:34:57","georg","","","2673"
"3749","235","2008-08-30 14:35:49","Thayne","Idaho","","2674"
"3750","5800","2008-08-30 14:43:09","Tadmas","College Station, TX","","2675"
"3751","4781","2008-08-30 14:46:15","Ovesh","","","2676"
"3752","485","2008-08-30 14:56:49","Aaron","Columbia, MO","","2677"
"3755","171","2008-08-30 15:01:59","user3755","","","2678"
"3756","2801","2008-08-30 15:05:40","Alan Szlosek","Saint Augustine, FL, United States","","2679"
"3757","41750","2008-08-30 15:17:20","Christian Oudard","United States","","2680"
"3759","8163","2008-08-30 15:24:47","Andy S","Portland, OR","","2681"
"3760","27","2008-08-30 15:30:30","Keeloid","Toronto, Canada","","2682"
"3764","13919","2008-08-30 16:14:55","Brent ","Canada","","2683"
"3765","10833","2008-08-30 16:26:23","leek","Charlotte, NC","","2684"
"3766","11","2008-08-30 16:41:35","Banderson","Lincoln, NE","","2685"
"3767","13096","2008-08-30 16:46:01","Eric Levine","Washington, DC","","2686"
"3769","8272","2008-08-30 17:13:37","Nathan Skerl","San Diego, CA","","2687"
"3770","1197","2008-08-30 17:30:43","Jon Shea","Brooklyn, NY","","2688"
"3771","351","2008-08-30 17:30:47","Brian","South Jordan, UT","","2689"
"3776","12836","2008-08-30 18:02:35","McKenzieG1","United States","","2690"
"3777","13","2008-08-30 18:12:00","Harry","","","2691"
"3778","8275","2008-08-30 18:13:00","Don Wakefield","Tualatin, OR","","2692"
"3779","8030","2008-08-30 18:13:43","Steve Clay","United States","","2693"
"3782","3162","2008-08-30 18:27:29","mcw","Pittsburgh, PA","","2694"
"3784","7265","2008-08-30 18:53:35","philcruz","San Marcos, CA","","2695"
"3785","35621","2008-08-30 19:40:07","Mario F","Munich, Bavaria Germany","","2696"
"3786","9462","2008-08-30 19:51:33","Ben","","","2697"
"3788","16143","2008-08-30 19:55:42","poundifdef","New York, NY, United States","","2699"
"3789","853","2008-08-30 20:08:53","myabc","England, United Kingdom","","2700"
"3792","91","2008-08-30 20:52:20","fdesmet","","","2701"
"3796","163","2008-08-30 21:50:13","asussex","United Kingdom","","2702"
"3797","18141","2008-08-30 21:52:47","azamsharp","United States","","2703"
"3798","32225","2008-08-30 22:09:59","Kris Erickson","Vancouver, Canada","","2704"
"3799","4621","2008-08-30 22:14:42","Mike C.","Kansas City, USA","","2705"
"3800","4815","2008-08-30 22:27:15","Jack B Nimble","Salt Lake City, UT","","2706"
"3802","1832","2008-08-30 22:29:31","jomohke","Australia","","2707"
"3803","3363","2008-08-30 22:59:05","Todd","Portland, OR","","2708"
"3805","604","2008-08-30 23:04:25","Taylor Price","Pasadena, CA, United States","","2709"
"3807","2673","2008-08-30 23:07:08","Alan H","San Francisco, CA, United States","","2710"
"3810","529","2008-08-30 23:52:00","chinna","Australia","","2711"
"3811","15879","2008-08-31 00:05:35","Renaud Bompuis","Hong Kong","","2712"
"3812","4292","2008-08-31 00:20:44","Bahadır Yağan","Turkey","","2713"
"3815","2711","2008-08-31 01:05:05","jrk","United States","","2714"
"3817","1420","2008-08-31 01:30:15","RickMeasham","","","2715"
"3819","2760","2008-08-31 02:19:58","jrcs3","Spokane, Washington United States","","2716"
"3820","64647","2008-08-31 02:26:19","Cameron MacFarland","Perth, Australia","","2717"
"3821","14260","2008-08-31 02:41:10","YonahW","Salem, OR, USA","","2718"
"3825","3030","2008-08-31 03:45:58","ShoeLace","Brisbane QLD, Australia","","2720"
"3826","643","2008-08-31 03:49:02","Matt David","Georgia","","2721"
"3827","89670","2008-08-31 04:42:17","Eugene Yokota","Massachusetts","","2722"
"3829","2240","2008-08-31 04:59:21","dmnd","San Francisco Bay Area","","2723"
"3830","11951","2008-08-31 05:08:21","Josh Matthews","Toronto, Canada","","2724"
"3831","6118","2008-08-31 05:31:12","Steven Oxley","Coeur d'Alene, ID, USA","","2725"
"3832","11831","2008-08-31 05:43:12","Larry Gritz","Vancouver, Canada","","2726"
"3834","76208","2008-08-31 06:25:52","Graviton","","","2728"
"3835","120","2008-08-31 07:37:53","Safor","Czech Republic","","2729"
"3836","53182","2008-08-31 08:07:03","Chris de Vries","Berlin, Germany","","2730"
"3837","2136","2008-08-31 09:51:14","user3837","","","2731"
"3838","701","2008-08-31 10:01:18","Ranguard","","","2732"
"3839","13698","2008-08-31 10:11:12","Matthew Watson","Perth, Australia","","2733"
"3842","5253","2008-08-31 10:43:25","larssg","Denmark","","2734"
"3844","2464","2008-08-31 11:01:53","Damien Diederen","Munich, Germany","","2735"
"3847","1995","2008-08-31 11:18:23","jklp","Melbourne, Australia","","2736"
"3848","97861","2008-08-31 11:24:27","Motti","Israel","","2737"
"3849","946","2008-08-31 11:30:28","gleng","New Zealand","","2738"
"3851","4278","2008-08-31 11:31:31","robertkroll","Switzerland","","2740"
"3853","15649","2008-08-31 11:35:10","ChrisN","United Kingdom","","2741"
"3854","2607","2008-08-31 11:41:21","automatic","Atlanta, GA","","2742"
"3855","71","2008-08-31 11:44:40","Miriam Ruiz","Spain","","2743"
"3856","3895","2008-08-31 12:18:42","Gaz","Stroud, UK","","2744"
"3857","27999","2008-08-31 12:22:47","Andy","Detroit, MI","","2745"
"3858","1093","2008-08-31 12:47:15","Matthew Shanley","Boston, MA","","2746"
"3859","1156","2008-08-31 12:54:50","Michael Larocque","Calgary, Canada","","2747"
"3861","103","2008-08-31 13:11:03","cornwalker","","","2748"
"3862","731","2008-08-31 13:15:16","Fabian","Germany","","2749"
"3863","3484","2008-08-31 13:37:34","Adam Hughes","Middletown, DE","","2750"
"3864","351","2008-08-31 13:40:48","Anthony Conyers","United States","","2751"
"3868","81","2008-08-31 14:15:41","user3868","","","2752"
"3869","1267","2008-08-31 14:21:44","JawnV6","Haifa, Israel","","2753"
"3871","949","2008-08-31 14:27:50","Scott Warren","East Lansing, MI","","561856"
"3873","2784","2008-08-31 14:45:39","Sam Warwick","Australia","","2754"
"3875","1362","2008-08-31 15:05:00","IanW","Sheffield, United Kingdom","","2755"
"3876","11","2008-08-31 15:06:58","stjaert","","","2756"
"3877","1010","2008-08-31 15:19:54","caramelcarrot","","","2757"
"3879","1738","2008-08-31 15:33:44","ray","Halifax, Nova Scotia, Canada","","2758"
"3880","10664","2008-08-31 15:48:19","sectrean","United States","","2759"
"3881","51","2008-08-31 16:07:22","Steve Schoon","Grand Rapids, MI","","2760"
"3882","1236","2008-08-31 16:07:51","Elliot","United States","","2761"
"3885","7919","2008-08-31 16:43:36","Andrei Savu","San Francisco, CA","","2762"
"3886","40436","2008-08-31 16:55:28","dicroce","United States","","2763"
"3887","2216","2008-08-31 17:12:58","qnoid","Athens, Greece","","2764"
"3889","640","2008-08-31 17:18:15","Ed Griebel","Rochester, NY","","2765"
"3891","8551","2008-08-31 17:49:00","user3891","Ireland","","2766"
"3892","5199","2008-08-31 17:59:08","Steve Steiner","United States","","2767"
"3893","5333","2008-08-31 18:04:11","Simon Munro","United Kingdom","","2768"
"3894","8260","2008-08-31 18:32:32","Sergey Mikhanov","London, United Kingdom","","2769"
"3896","1735","2008-08-31 18:41:50","phatduckk","California","","2770"
"3897","5415","2008-08-31 18:44:05","robsoft","Chester, United Kingdom","","2771"
"3898","7457","2008-08-31 18:45:40","Miles D","United Kingdom","","2772"
"3900","815","2008-08-31 19:21:25","emeryc","","","2773"
"3904","4470","2008-08-31 19:51:07","David Resnick","Israel","","2774"
"3905","1071","2008-08-31 19:51:49","vt.","","","2775"
"3906","2234","2008-08-31 20:11:13","Czimi","Vancouver, Canada","","2776"
"3907","21","2008-08-31 20:12:04","RobS","United Kingdom","","2777"
"3908","21","2008-08-31 20:16:29","Kalle","Denmark","","2778"
"3909","5629","2008-08-31 20:23:49","Aaron Wagner","Cincinnati, Ohio, United States","","2779"
"3911","2832","2008-08-31 21:22:39","pirho","Finland","","2780"
"3912","7010","2008-08-31 21:22:44","saturdayplace","","","2781"
"3913","821","2008-08-31 21:28:24","mrowe","Australia","","2782"
"3914","2239","2008-08-31 21:28:30","fcurella","Lawrence, KS","","2783"
"3915","5465","2008-08-31 21:34:28","Mark","New Zealand","","2784"
"3916","72330","2008-08-31 21:38:56","Vineet Reynolds","Bangalore, India","","2785"
"3917","3240","2008-08-31 21:39:18","Martin C. Martin","Boston, MA","","2786"
"3920","7105","2008-08-31 21:51:23","Jason Navarrete","Yakima, WA","","2787"
"3923","1260","2008-08-31 22:22:32","MobyDX","Egersund, Norway","","2788"
"3926","4002","2008-08-31 22:36:06","nimish","New York, NY, USA","","2789"
"3927","5207","2008-08-31 22:36:55","Rodrick Chapman","Tulsa, OK, USA","","2790"
"3932","1827","2008-08-31 23:21:02","Randin","Australia","","2791"
"3935","1474","2008-09-01 00:21:37","Erik","Canada","","2792"
"3936","1900","2008-09-01 00:24:26","Fuzzy Purple Monkey","Perth, Australia","","2793"
"3937","82937","2008-09-01 00:31:01","Lou Franco","Sarasota, FL, USA","","2794"
"3945","565","2008-09-01 01:16:46","YHVH","Belfast, United Kingdom","","2795"
"3947","4941","2008-09-01 01:40:48","Chris Broadfoot","Sydney, Australia","","2796"
"3948","2208","2008-09-01 01:47:47","jmah","San Francisco, CA","","2797"
"3950","7100","2008-09-01 02:23:14","Jeff Hillman","Salt Lake City, UT","","2798"
"3951","2787","2008-09-01 02:29:15","Peter Cooper","United Kingdom","","2799"
"3955","5795","2008-09-01 02:49:02","Bill Forster","Wellington, New Zealand","","2801"
"3957","43570","2008-09-01 02:50:44","Eric Schoonover","Alexandria, VA, USA","","2802"
"3958","21","2008-09-01 02:52:59","Abhaya","Singapore, Singapore","","2803"
"3961","325","2008-09-01 03:18:40","ob1","","","2804"
"3962","824","2008-09-01 03:28:39","mcotton","Austin, TX","","2805"
"3963","9682","2008-09-01 03:38:37","hao","","","2806"
"3965","5676","2008-09-01 03:39:38","Mr Rogers","","","2807"
"3966","8207","2008-09-01 03:51:27","chickeninabiscuit","Melbourne, Victoria Australia","","2808"
"3971","526","2008-09-01 05:21:51","akraut","San Mateo, CA","","2810"
"3972","1615","2008-09-01 06:02:49","pantulis","Madrid, Spain","","2811"
"3973","13360","2008-09-01 06:04:30","Binil Thomas","Dublin, CA, United States","","2812"
"3974","7129","2008-09-01 06:18:59","Luke Halliwell","California","","2813"
"3977","498","2008-09-01 06:33:41","nikz","London, United Kingdom","","2814"
"3978","48637","2008-09-01 06:35:53","Douglas Leeder","United Kingdom","","2815"
"3979","460","2008-09-01 06:40:24","robc","Australia","","2816"
"3980","8238","2008-09-01 06:48:26","Andrew Андрей Листочкин","Kiev, Ukraine","","2817"
"3981","3865","2008-09-01 06:57:01","scwagner","United States","","2818"
"3983","1582","2008-09-01 07:09:13","Rushi","Bengaluru, India","","2819"
"3984","1159","2008-09-01 07:10:04","mpdaly","United Kingdom","","2820"
"3985","1573","2008-09-01 07:11:56","Thomas Lundström","Sweden","","2821"
"3988","283","2008-09-01 07:32:31","gerikson","Stockholm, Sweden","","2822"
"3989","803","2008-09-01 07:48:44","Darren","United Kingdom","","2823"
"3993","1701","2008-09-01 08:11:56","hakan","Belgium","","2824"
"3995","9027","2008-09-01 08:15:03","Mike Hadlow","Brighton, United Kingdom","","2825"
"3997","3770","2008-09-01 08:31:38","Jan Soltis","","","2826"
"3999","854","2008-09-01 08:53:50","westmark","Sweden","","2827"
"4000","1351","2008-09-01 09:02:19","Alistair Sutherland","Edinburgh, United Kingdom","","2828"
"4001","24652","2008-09-01 09:15:40","abbot","London, United Kingdom","","2829"
"4002","3565","2008-09-01 09:28:22","Dave Arkell","London, United Kingdom","","2830"
"4003","17223","2008-09-01 09:32:58","Nick Pierpoint","United Kingdom","","2831"
"4004","23","2008-09-01 09:35:38","Phu Son","California","","2832"
"4007","31794","2008-09-01 09:59:30","rpetrich","Edmonton, Canada","","2833"
"4010","181","2008-09-01 10:11:23","user4010","","","2834"
"4012","13292","2008-09-01 10:51:15","Rik Heywood","London, United Kingdom","","2835"
"4013","5994","2008-09-01 10:58:24","Alexander Morland","Bergen, Norway","","2836"
"4014","227","2008-09-01 10:59:53","kevfuzz","Ireland","","2837"
"4017","126","2008-09-01 11:23:44","Eugen Anghel","Romania","","2838"
"4018","1739","2008-09-01 11:24:40","caustic","","","561409"
"4019","5898","2008-09-01 11:56:49","Jon Artus","United Kingdom","","2839"
"4020","322","2008-09-01 12:14:09","Martin Salias","Buenos Aires, Argentina","","2840"
"4021","3307","2008-09-01 12:23:44","Codeslayer","Delhi, India","","2841"
"4023","28676","2008-09-01 12:30:39","Matthew Murdoch","United Kingdom","","2842"
"4025","153","2008-09-01 12:59:24","Lau","","","2843"
"4026","298","2008-09-01 12:59:51","Mark Harris","Melbourne, Australia","","2844"
"4028","1036","2008-09-01 13:10:12","sock","Toronto, Canada","","2845"
"4035","31294","2008-09-01 13:56:45","dance2die","Flushing, Queens, NY, United States","","2846"
"4037","4601","2008-09-01 13:58:54","Daisuke Shimamoto","Japan","","2847"
"4038","13007","2008-09-01 13:59:34","Yossale","Israel","","2848"
"4039","1018","2008-09-01 14:00:27","m104","United States","","2849"
"4040","6344","2008-09-01 14:03:26","David Precious","United Kingdom","","2850"
"4043","1584","2008-09-01 14:13:10","Sean Lynch","Michigan","","2851"
"4044","3106","2008-09-01 14:13:21","AnnaR","Stockholm, Sweden","","2852"
"4045","5523","2008-09-01 14:14:53","Guy C","Scotland","","2853"
"4046","345","2008-09-01 14:15:28","PLA","Summerville, SC","","2854"
"4048","10672","2008-09-01 14:18:27","Compile This","Edinburgh, United Kingdom","","2855"
"4050","12456","2008-09-01 14:24:01","Giovanni Galbo","New York, NY","","2856"
"4052","7825","2008-09-01 14:36:26","Georgy Bolyuba","Czech Republic","","2857"
"4053","460","2008-09-01 14:44:34","Slacker","London, United Kingdom","","2858"
"4054","1","2008-09-01 14:47:22","Brian","Chicago, IL","","2859"
"4055","17390","2008-09-01 14:58:25","Morten Christiansen","Aalborg, Denmark","","2860"
"4056","491","2008-09-01 15:00:27","bstark","","","2861"
"4058","575","2008-09-01 15:03:31","Michelle","","","2862"
"4059","4553","2008-09-01 15:44:26","Thomas Watnedal","","","2863"
"4061","8180","2008-09-01 15:48:37","Teflon Ted","Weston, Florida, United States","","2865"
"4063","367","2008-09-01 15:49:49","Terry Longrie","Milwaukee, WI","","2866"
"4064","8063","2008-09-01 15:54:14","Frederic Morin","","","2867"
"8106634","19","2017-06-03 09:01:07","Dipak Singh","Kolkata, West Bengal, India","","11037411"
"8106635","1","2017-06-03 09:01:43","Gabry Casta","","","11037413"
"8106636","1","2017-06-03 09:01:57","Артем Барханов","Smolensk, Smolensk Oblast, Russia","","11037414"
"8106637","1","2017-06-03 09:02:05","mitko","","","11037416"
"8106638","1","2017-06-03 09:02:11","virtual caretaker","","","11037417"
"8106639","1","2017-06-03 09:02:16","Alina_P","","","11037418"
"8106640","1","2017-06-03 09:02:19","BiGsTaN","","","11037419"
"8106641","1","2017-06-03 09:02:21","cod3luv3r","","","11037420"
"8106642","1","2017-06-03 09:04:01","Pallavi Patil","","","11037422"
"8106643","1","2017-06-03 09:04:09","ryansa","","","11037423"
"8106644","1","2017-06-03 09:04:16","Dana Hesham","","","11037424"
"8106645","1","2017-06-03 09:04:23","Vyktor Adolfo Cabrera Rivera","","","11037425"
"8106646","1","2017-06-03 09:04:30","Tsvetan Manev","","","11037426"
"8106647","1","2017-06-03 09:05:00","Nico Morningstar","","","11037427"
"8106648","1","2017-06-03 09:05:05","nitesh","","","11037428"
"8106649","1","2017-06-03 09:05:12","user8106649","kni","","11037429"
"8106650","1","2017-06-03 09:05:32","Conor","Chicago, IL, USA","","11037431"
"8106651","3","2017-06-03 09:05:48","prgos","","","5264773"
"8106652","1","2017-06-03 09:05:56","Fu Hay","china","","11037432"
"8106653","1","2017-06-03 09:06:05","Kishore Chakkirala","Hyderabad, Telangana, India","","11037433"
"8106654","1","2017-06-03 09:06:23","Mertcan Güler","","","11037434"
"8106656","23","2017-06-03 09:06:58","biofa.esp","","","11037436"
"8106657","1","2017-06-03 09:07:09","mahi samia","","","11037437"
"8106658","1","2017-06-03 09:07:12","mimidots","Kenya","","11037438"
"8106659","3","2017-06-03 09:07:26","Ranc58","","","10947117"
"8106660","16","2017-06-03 09:07:38","Gourav Sehgal","Mohali, Punjab, India","","11037441"
"8106661","1","2017-06-03 09:07:47","rainy008","","","11037442"
"8106662","1","2017-06-03 09:07:49","kmmaahh1","","","11037443"
"8106663","1","2017-06-03 09:07:59","Siopis Vaios","Dublin, Ireland","","11037445"
"8106664","1","2017-06-03 09:08:23","Bintang Gaol","","","11037447"
"8106665","1","2017-06-03 09:08:25","Rui","","","11037448"
"8106666","1","2017-06-03 09:08:47","Sleipnirim","Minsk, Belarus","","11037450"
"8106667","1","2017-06-03 09:09:14","user8106667","","","11037452"
"8106668","1","2017-06-03 09:09:21","Mukesh","","","11037454"
"8106669","1","2017-06-03 09:09:25","Surich Premacio Mabatid","","","11037456"
"8106671","1","2017-06-03 09:09:32","Baltrek","","","11037458"
"8106672","1","2017-06-03 09:11:01","David Richardson","","","11037460"
